id,jenis_kelamin,divisi,umur,tanggal,lokasi_dominan
2,Laki-laki,Data Engineer,26,2019-05-31,Kota Manado
2,Laki-laki,Data Engineer,26,2019-06-01,Kota Manado
2,Laki-laki,Data Engineer,26,2019-06-02,Kota Manado
2,Laki-laki,Data Engineer,26,2019-06-03,Kota Manado
2,Laki-laki,Data Engineer,26,2019-06-04,Kota Manado
2,Laki-laki,Data Engineer,26,2019-06-05,Kota Manado
2,Laki-laki,Data Engineer,26,2019-06-06,Kota Manado
2,Laki-laki,Data Engineer,26,2019-06-07,Kota Manado
2,Laki-laki,Data Engineer,26,2019-06-08,Kota Manado
2,Laki-laki,Data Engineer,26,2019-06-09,Kota Manado
2,Laki-laki,Data Engineer,26,2019-06-10,Jakarta Timur
2,Laki-laki,Data Engineer,26,2019-06-11,Kabupaten Bogor
2,Laki-laki,Data Engineer,26,2019-06-12,Kabupaten Bogor
2,Laki-laki,Data Engineer,26,2019-06-13,Jakarta Selatan
2,Laki-laki,Data Engineer,26,2019-06-14,Kabupaten Bogor
2,Laki-laki,Data Engineer,26,2019-06-15,Kabupaten Bogor
3,Laki-laki,Software Engineer,28,2019-05-21,Jakarta Pusat
3,Laki-laki,Software Engineer,28,2019-05-22,Jakarta Timur
3,Laki-laki,Software Engineer,28,2019-05-23,Kota Bekasi
3,Laki-laki,Software Engineer,28,2019-05-24,Kabupaten Bekasi
3,Laki-laki,Software Engineer,28,2019-05-25,Jakarta Timur
3,Laki-laki,Software Engineer,28,2019-05-26,Jakarta Timur
3,Laki-laki,Software Engineer,28,2019-05-27,Kota Depok
3,Laki-laki,Software Engineer,28,2019-05-28,Kota Bekasi
3,Laki-laki,Software Engineer,28,2019-05-29,Kabupaten Bekasi
3,Laki-laki,Software Engineer,28,2019-05-30,Jakarta Timur
3,Laki-laki,Software Engineer,28,2019-05-31,Jakarta Timur
3,Laki-laki,Software Engineer,28,2019-06-01,Kota Depok
3,Laki-laki,Software Engineer,28,2019-06-02,Kota Depok
3,Laki-laki,Software Engineer,28,2019-06-03,Kota Padang
3,Laki-laki,Software Engineer,28,2019-06-04,Kota Padang
3,Laki-laki,Software Engineer,28,2019-06-05,Kota Padang
3,Laki-laki,Software Engineer,28,2019-06-06,Kota Padang
3,Laki-laki,Software Engineer,28,2019-06-07,Kota Padang
3,Laki-laki,Software Engineer,28,2019-06-08,Kota Depok
3,Laki-laki,Software Engineer,28,2019-06-09,Jakarta Timur
3,Laki-laki,Software Engineer,28,2019-06-10,Kabupaten Bekasi
3,Laki-laki,Software Engineer,28,2019-06-11,Jakarta Timur
3,Laki-laki,Software Engineer,28,2019-06-12,Kabupaten Bekasi
3,Laki-laki,Software Engineer,28,2019-06-13,Kota Bekasi
3,Laki-laki,Software Engineer,28,2019-06-14,Jakarta Timur
3,Laki-laki,Software Engineer,28,2019-06-15,Jakarta Pusat
4,Perempuan,Business Intelligence,21,2019-05-21,Kota Tangerang
4,Perempuan,Business Intelligence,21,2019-05-22,Kota Tangerang
4,Perempuan,Business Intelligence,21,2019-05-23,Jakarta Utara
4,Perempuan,Business Intelligence,21,2019-05-24,Kota Tangerang
4,Perempuan,Business Intelligence,21,2019-05-25,Kota Tangerang
4,Perempuan,Business Intelligence,21,2019-05-26,Kota Tangerang
4,Perempuan,Business Intelligence,21,2019-05-27,Kota Tangerang
4,Perempuan,Business Intelligence,21,2019-05-28,Kota Tangerang
4,Perempuan,Business Intelligence,21,2019-05-29,Kota Tangerang
4,Perempuan,Business Intelligence,21,2019-05-30,Kota Tangerang Selatan
4,Perempuan,Business Intelligence,21,2019-05-31,Kota Bandar Lampung
4,Perempuan,Business Intelligence,21,2019-06-01,Kota Bandar Lampung
4,Perempuan,Business Intelligence,21,2019-06-02,Kota Bandar Lampung
4,Perempuan,Business Intelligence,21,2019-06-03,Kabupaten Lampung Selatan
4,Perempuan,Business Intelligence,21,2019-06-04,Kota Bandar Lampung
4,Perempuan,Business Intelligence,21,2019-06-05,Kota Bandar Lampung
4,Perempuan,Business Intelligence,21,2019-06-06,Kota Bandar Lampung
4,Perempuan,Business Intelligence,21,2019-06-07,Kota Bandar Lampung
4,Perempuan,Business Intelligence,21,2019-06-08,Kota Bandar Lampung
4,Perempuan,Business Intelligence,21,2019-06-09,Kota Tangerang Selatan
4,Perempuan,Business Intelligence,21,2019-06-10,Kota Tangerang
4,Perempuan,Business Intelligence,21,2019-06-11,Kota Tangerang
4,Perempuan,Business Intelligence,21,2019-06-12,Kota Tangerang
4,Perempuan,Business Intelligence,21,2019-06-13,Jakarta Utara
4,Perempuan,Business Intelligence,21,2019-06-14,Kota Tangerang
4,Perempuan,Business Intelligence,21,2019-06-15,Kota Tangerang
5,Perempuan,Software Engineer,21,2019-05-21,Kota Bogor
5,Perempuan,Software Engineer,21,2019-05-22,Jakarta Barat
5,Perempuan,Software Engineer,21,2019-05-23,Jakarta Barat
5,Perempuan,Software Engineer,21,2019-05-24,Jakarta Barat
5,Perempuan,Software Engineer,21,2019-05-25,Jakarta Barat
5,Perempuan,Software Engineer,21,2019-05-26,Jakarta Barat
5,Perempuan,Software Engineer,21,2019-05-27,Kabupaten Tangerang
5,Perempuan,Software Engineer,21,2019-05-28,Kota Tangerang
5,Perempuan,Software Engineer,21,2019-05-29,Jakarta Barat
5,Perempuan,Software Engineer,21,2019-05-30,Kota Bandung
5,Perempuan,Software Engineer,21,2019-05-31,Kota Yogyakarta
5,Perempuan,Software Engineer,21,2019-06-01,Kota Yogyakarta
5,Perempuan,Software Engineer,21,2019-06-02,Kota Yogyakarta
5,Perempuan,Software Engineer,21,2019-06-03,Kota Yogyakarta
5,Perempuan,Software Engineer,21,2019-06-04,Kota Yogyakarta
5,Perempuan,Software Engineer,21,2019-06-05,Kota Yogyakarta
5,Perempuan,Software Engineer,21,2019-06-06,Kota Yogyakarta
5,Perempuan,Software Engineer,21,2019-06-07,Kota Yogyakarta
5,Perempuan,Software Engineer,21,2019-06-08,Kota Yogyakarta
5,Perempuan,Software Engineer,21,2019-06-09,Kota Bandung
5,Perempuan,Software Engineer,21,2019-06-10,Jakarta Barat
5,Perempuan,Software Engineer,21,2019-06-11,Jakarta Barat
5,Perempuan,Software Engineer,21,2019-06-12,Jakarta Barat
5,Perempuan,Software Engineer,21,2019-06-13,Jakarta Barat
5,Perempuan,Software Engineer,21,2019-06-14,Jakarta Barat
5,Perempuan,Software Engineer,21,2019-06-15,Kota Bogor
6,Laki-laki,Business Intelligence,28,2019-05-21,Kota Bogor
6,Laki-laki,Business Intelligence,28,2019-05-22,Jakarta Utara
6,Laki-laki,Business Intelligence,28,2019-05-23,Kota Depok
6,Laki-laki,Business Intelligence,28,2019-05-24,Kota Depok
6,Laki-laki,Business Intelligence,28,2019-05-25,Kota Depok
6,Laki-laki,Business Intelligence,28,2019-05-26,Kota Depok
6,Laki-laki,Business Intelligence,28,2019-05-27,Kota Depok
6,Laki-laki,Business Intelligence,28,2019-05-28,Kabupaten Wonogiri
6,Laki-laki,Business Intelligence,28,2019-05-29,Kabupaten Wonogiri
6,Laki-laki,Business Intelligence,28,2019-05-30,Kabupaten Wonogiri
6,Laki-laki,Business Intelligence,28,2019-05-31,Kabupaten Sleman
6,Laki-laki,Business Intelligence,28,2019-06-01,Kabupaten Sleman
6,Laki-laki,Business Intelligence,28,2019-06-02,Kabupaten Sleman
6,Laki-laki,Business Intelligence,28,2019-06-03,Kabupaten Sleman
6,Laki-laki,Business Intelligence,28,2019-06-04,Kabupaten Sleman
6,Laki-laki,Business Intelligence,28,2019-06-05,Kabupaten Sleman
6,Laki-laki,Business Intelligence,28,2019-06-06,Kabupaten Sleman
6,Laki-laki,Business Intelligence,28,2019-06-07,Kabupaten Sleman
6,Laki-laki,Business Intelligence,28,2019-06-08,Kabupaten Sleman
6,Laki-laki,Business Intelligence,28,2019-06-09,Kabupaten Wonogiri
6,Laki-laki,Business Intelligence,28,2019-06-10,Kabupaten Wonogiri
6,Laki-laki,Business Intelligence,28,2019-06-11,Kota Depok
6,Laki-laki,Business Intelligence,28,2019-06-12,Kota Depok
6,Laki-laki,Business Intelligence,28,2019-06-13,Kota Depok
6,Laki-laki,Business Intelligence,28,2019-06-14,Jakarta Utara
6,Laki-laki,Business Intelligence,28,2019-06-15,Kota Bogor
7,Perempuan,Software Engineer,21,2019-05-21,Kota Depok
7,Perempuan,Software Engineer,21,2019-05-22,Jakarta Utara
7,Perempuan,Software Engineer,21,2019-05-23,Jakarta Pusat
7,Perempuan,Software Engineer,21,2019-05-24,Kota Tangerang
7,Perempuan,Software Engineer,21,2019-05-25,Kota Tangerang
7,Perempuan,Software Engineer,21,2019-05-26,Jakarta Timur
7,Perempuan,Software Engineer,21,2019-05-27,Jakarta Timur
7,Perempuan,Software Engineer,21,2019-05-28,Jakarta Utara
7,Perempuan,Software Engineer,21,2019-05-29,Kota Depok
7,Perempuan,Software Engineer,21,2019-05-30,Jakarta Barat
7,Perempuan,Software Engineer,21,2019-05-31,Kota Medan
7,Perempuan,Software Engineer,21,2019-06-01,Kota Medan
7,Perempuan,Software Engineer,21,2019-06-02,Kota Medan
7,Perempuan,Software Engineer,21,2019-06-03,Kota Medan
7,Perempuan,Software Engineer,21,2019-06-04,Kota Medan
7,Perempuan,Software Engineer,21,2019-06-05,Kota Medan
7,Perempuan,Software Engineer,21,2019-06-06,Kota Medan
7,Perempuan,Software Engineer,21,2019-06-07,Kota Medan
7,Perempuan,Software Engineer,21,2019-06-08,Kota Medan
7,Perempuan,Software Engineer,21,2019-06-09,Jakarta Barat
7,Perempuan,Software Engineer,21,2019-06-10,Kota Depok
7,Perempuan,Software Engineer,21,2019-06-11,Kota Tangerang
7,Perempuan,Software Engineer,21,2019-06-12,Kota Tangerang
7,Perempuan,Software Engineer,21,2019-06-13,Jakarta Pusat
7,Perempuan,Software Engineer,21,2019-06-14,Jakarta Utara
7,Perempuan,Software Engineer,21,2019-06-15,Kota Depok
8,Laki-laki,Customer Service,22,2019-05-21,Kota Depok
8,Laki-laki,Customer Service,22,2019-05-22,Kota Bekasi
8,Laki-laki,Customer Service,22,2019-05-23,Kota Tangerang
8,Laki-laki,Customer Service,22,2019-05-24,Kota Tangerang Selatan
8,Laki-laki,Customer Service,22,2019-05-25,Kota Depok
8,Laki-laki,Customer Service,22,2019-05-26,Kota Bekasi
8,Laki-laki,Customer Service,22,2019-05-27,Kota Tangerang
8,Laki-laki,Customer Service,22,2019-05-28,Kota Tangerang Selatan
8,Laki-laki,Customer Service,22,2019-05-29,Kota Tangerang Selatan
8,Laki-laki,Customer Service,22,2019-05-30,Kabupaten Tangerang
8,Laki-laki,Customer Service,22,2019-05-31,Kabupaten Tangerang
8,Laki-laki,Customer Service,22,2019-06-01,Kota Manado
8,Laki-laki,Customer Service,22,2019-06-02,Kota Semarang
8,Laki-laki,Customer Service,22,2019-06-03,Kota Semarang
8,Laki-laki,Customer Service,22,2019-06-04,Kota Semarang
8,Laki-laki,Customer Service,22,2019-06-05,Kota Semarang
8,Laki-laki,Customer Service,22,2019-06-06,Kota Semarang
8,Laki-laki,Customer Service,22,2019-06-07,Kota Semarang
8,Laki-laki,Customer Service,22,2019-06-08,Kota Semarang
8,Laki-laki,Customer Service,22,2019-06-09,Kabupaten Tangerang
8,Laki-laki,Customer Service,22,2019-06-10,Kota Tangerang Selatan
8,Laki-laki,Customer Service,22,2019-06-11,Kota Depok
8,Laki-laki,Customer Service,22,2019-06-12,Kota Tangerang Selatan
8,Laki-laki,Customer Service,22,2019-06-13,Kota Tangerang
8,Laki-laki,Customer Service,22,2019-06-14,Kota Bekasi
8,Laki-laki,Customer Service,22,2019-06-15,Kota Depok
9,Perempuan,Business Intelligence,21,2019-05-21,Kota Bogor
9,Perempuan,Business Intelligence,21,2019-05-22,Kota Bogor
9,Perempuan,Business Intelligence,21,2019-05-23,Kota Bogor
9,Perempuan,Business Intelligence,21,2019-05-24,Kota Bogor
9,Perempuan,Business Intelligence,21,2019-05-25,Kota Bogor
9,Perempuan,Business Intelligence,21,2019-05-26,Kota Bogor
9,Perempuan,Business Intelligence,21,2019-05-27,Kota Bogor
9,Perempuan,Business Intelligence,21,2019-05-28,Jakarta Utara
9,Perempuan,Business Intelligence,21,2019-05-29,Kota Padang
9,Perempuan,Business Intelligence,21,2019-05-30,Kota Padang
9,Perempuan,Business Intelligence,21,2019-05-31,Kota Padang
9,Perempuan,Business Intelligence,21,2019-06-01,Kota Padang
9,Perempuan,Business Intelligence,21,2019-06-02,Kota Padang
9,Perempuan,Business Intelligence,21,2019-06-03,Kota Padang
9,Perempuan,Business Intelligence,21,2019-06-04,Kota Padang
9,Perempuan,Business Intelligence,21,2019-06-05,Kota Padang
9,Perempuan,Business Intelligence,21,2019-06-06,Kota Padang
9,Perempuan,Business Intelligence,21,2019-06-07,Kota Padang
9,Perempuan,Business Intelligence,21,2019-06-08,Kota Padang
9,Perempuan,Business Intelligence,21,2019-06-09,Kota Padang
9,Perempuan,Business Intelligence,21,2019-06-10,Kota Padang
9,Perempuan,Business Intelligence,21,2019-06-11,Kota Bogor
9,Perempuan,Business Intelligence,21,2019-06-12,Kota Bogor
9,Perempuan,Business Intelligence,21,2019-06-13,Kota Bogor
9,Perempuan,Business Intelligence,21,2019-06-14,Kota Bogor
9,Perempuan,Business Intelligence,21,2019-06-15,Kota Bogor
10,Laki-laki,Data Science,21,2019-05-21,Jakarta Timur
10,Laki-laki,Data Science,21,2019-05-22,Kabupaten Bekasi
10,Laki-laki,Data Science,21,2019-05-23,Kota Tangerang
10,Laki-laki,Data Science,21,2019-05-24,Kabupaten Bantul
10,Laki-laki,Data Science,21,2019-05-25,Kota Yogyakarta
10,Laki-laki,Data Science,21,2019-05-26,Kabupaten Bantul
10,Laki-laki,Data Science,21,2019-05-27,Kabupaten Bantul
10,Laki-laki,Data Science,21,2019-05-28,Kota Yogyakarta
10,Laki-laki,Data Science,21,2019-05-29,Kabupaten Bantul
10,Laki-laki,Data Science,21,2019-05-30,Kota Yogyakarta
10,Laki-laki,Data Science,21,2019-05-31,Kota Yogyakarta
10,Laki-laki,Data Science,21,2019-06-01,Kota Yogyakarta
10,Laki-laki,Data Science,21,2019-06-02,Kota Yogyakarta
10,Laki-laki,Data Science,21,2019-06-03,Kota Yogyakarta
10,Laki-laki,Data Science,21,2019-06-04,Kota Yogyakarta
10,Laki-laki,Data Science,21,2019-06-05,Kota Yogyakarta
10,Laki-laki,Data Science,21,2019-06-06,Kota Yogyakarta
10,Laki-laki,Data Science,21,2019-06-07,Kota Yogyakarta
10,Laki-laki,Data Science,21,2019-06-08,Kota Yogyakarta
10,Laki-laki,Data Science,21,2019-06-09,Kota Yogyakarta
10,Laki-laki,Data Science,21,2019-06-10,Kabupaten Bantul
10,Laki-laki,Data Science,21,2019-06-11,Kota Yogyakarta
10,Laki-laki,Data Science,21,2019-06-12,Kabupaten Bantul
10,Laki-laki,Data Science,21,2019-06-13,Kota Tangerang
10,Laki-laki,Data Science,21,2019-06-14,Kabupaten Bekasi
10,Laki-laki,Data Science,21,2019-06-15,Jakarta Timur
11,Perempuan,Marketing,25,2019-05-21,Kota Bekasi
11,Perempuan,Marketing,25,2019-05-22,Kota Bekasi
11,Perempuan,Marketing,25,2019-05-23,Kota Bekasi
11,Perempuan,Marketing,25,2019-05-24,Kota Bekasi
11,Perempuan,Marketing,25,2019-05-25,Kota Bekasi
11,Perempuan,Marketing,25,2019-05-26,Jakarta Selatan
11,Perempuan,Marketing,25,2019-05-27,Kota Bekasi
11,Perempuan,Marketing,25,2019-05-28,Kota Depok
11,Perempuan,Marketing,25,2019-05-29,Kota Bekasi
11,Perempuan,Marketing,25,2019-05-30,Kota Bekasi
11,Perempuan,Marketing,25,2019-05-31,Kota Bogor
11,Perempuan,Marketing,25,2019-06-01,Kabupaten Sleman
11,Perempuan,Marketing,25,2019-06-02,Kabupaten Sleman
11,Perempuan,Marketing,25,2019-06-03,Kabupaten Sleman
11,Perempuan,Marketing,25,2019-06-04,Kabupaten Sleman
11,Perempuan,Marketing,25,2019-06-05,Kabupaten Sleman
11,Perempuan,Marketing,25,2019-06-06,Kabupaten Sleman
11,Perempuan,Marketing,25,2019-06-07,Kabupaten Sleman
11,Perempuan,Marketing,25,2019-06-08,Kabupaten Sleman
11,Perempuan,Marketing,25,2019-06-09,Kota Bekasi
11,Perempuan,Marketing,25,2019-06-10,Kota Bekasi
11,Perempuan,Marketing,25,2019-06-11,Kota Bekasi
11,Perempuan,Marketing,25,2019-06-12,Kota Bekasi
11,Perempuan,Marketing,25,2019-06-13,Kota Bekasi
11,Perempuan,Marketing,25,2019-06-14,Kota Bekasi
11,Perempuan,Marketing,25,2019-06-15,Kota Bekasi
12,Laki-laki,Customer Service,28,2019-05-21,Kota Bekasi
12,Laki-laki,Customer Service,28,2019-05-22,Kota Tangerang
12,Laki-laki,Customer Service,28,2019-05-23,Kabupaten Bogor
12,Laki-laki,Customer Service,28,2019-05-24,Kabupaten Bogor
12,Laki-laki,Customer Service,28,2019-05-25,Kota Depok
12,Laki-laki,Customer Service,28,2019-05-26,Jakarta Utara
12,Laki-laki,Customer Service,28,2019-05-27,Jakarta Barat
12,Laki-laki,Customer Service,28,2019-05-28,Jakarta Utara
12,Laki-laki,Customer Service,28,2019-05-29,Kabupaten Sleman
12,Laki-laki,Customer Service,28,2019-05-30,Kabupaten Bantul
12,Laki-laki,Customer Service,28,2019-05-31,Kabupaten Sleman
12,Laki-laki,Customer Service,28,2019-06-01,Kabupaten Bantul
12,Laki-laki,Customer Service,28,2019-06-02,Kabupaten Bantul
12,Laki-laki,Customer Service,28,2019-06-03,Kabupaten Bantul
12,Laki-laki,Customer Service,28,2019-06-04,Kabupaten Bantul
12,Laki-laki,Customer Service,28,2019-06-05,Kabupaten Bantul
12,Laki-laki,Customer Service,28,2019-06-06,Kabupaten Bantul
12,Laki-laki,Customer Service,28,2019-06-07,Kabupaten Bantul
12,Laki-laki,Customer Service,28,2019-06-08,Kabupaten Bantul
12,Laki-laki,Customer Service,28,2019-06-09,Kabupaten Bantul
12,Laki-laki,Customer Service,28,2019-06-10,Kabupaten Sleman
12,Laki-laki,Customer Service,28,2019-06-11,Kota Depok
12,Laki-laki,Customer Service,28,2019-06-12,Kabupaten Bogor
12,Laki-laki,Customer Service,28,2019-06-13,Kabupaten Bogor
12,Laki-laki,Customer Service,28,2019-06-14,Kota Tangerang
12,Laki-laki,Customer Service,28,2019-06-15,Kota Bekasi
13,Laki-laki,Data Engineer,25,2019-05-21,Jakarta Selatan
13,Laki-laki,Data Engineer,25,2019-05-22,Jakarta Selatan
13,Laki-laki,Data Engineer,25,2019-05-23,Jakarta Selatan
13,Laki-laki,Data Engineer,25,2019-05-24,Jakarta Selatan
13,Laki-laki,Data Engineer,25,2019-05-25,Jakarta Selatan
13,Laki-laki,Data Engineer,25,2019-05-26,Jakarta Selatan
13,Laki-laki,Data Engineer,25,2019-05-27,Kota Bogor
13,Laki-laki,Data Engineer,25,2019-05-28,Kabupaten Tasikmalaya
13,Laki-laki,Data Engineer,25,2019-05-29,Kabupaten Tasikmalaya
13,Laki-laki,Data Engineer,25,2019-05-30,Kabupaten Tasikmalaya
13,Laki-laki,Data Engineer,25,2019-05-31,Kabupaten Tasikmalaya
13,Laki-laki,Data Engineer,25,2019-06-01,Kabupaten Tasikmalaya
13,Laki-laki,Data Engineer,25,2019-06-02,Kabupaten Tasikmalaya
13,Laki-laki,Data Engineer,25,2019-06-03,Kabupaten Tasikmalaya
13,Laki-laki,Data Engineer,25,2019-06-04,Kabupaten Tasikmalaya
13,Laki-laki,Data Engineer,25,2019-06-05,Kabupaten Tasikmalaya
13,Laki-laki,Data Engineer,25,2019-06-06,Kabupaten Tasikmalaya
13,Laki-laki,Data Engineer,25,2019-06-07,Kabupaten Tasikmalaya
13,Laki-laki,Data Engineer,25,2019-06-08,Kabupaten Tasikmalaya
13,Laki-laki,Data Engineer,25,2019-06-09,Kabupaten Tasikmalaya
13,Laki-laki,Data Engineer,25,2019-06-10,Kabupaten Tasikmalaya
13,Laki-laki,Data Engineer,25,2019-06-11,Jakarta Selatan
13,Laki-laki,Data Engineer,25,2019-06-12,Jakarta Selatan
13,Laki-laki,Data Engineer,25,2019-06-13,Jakarta Selatan
13,Laki-laki,Data Engineer,25,2019-06-14,Jakarta Selatan
13,Laki-laki,Data Engineer,25,2019-06-15,Jakarta Selatan
14,Laki-laki,Data Engineer,25,2019-05-21,Kabupaten Bogor
14,Laki-laki,Data Engineer,25,2019-05-22,Jakarta Utara
14,Laki-laki,Data Engineer,25,2019-05-23,Jakarta Utara
14,Laki-laki,Data Engineer,25,2019-05-24,Jakarta Utara
14,Laki-laki,Data Engineer,25,2019-05-25,Jakarta Utara
14,Laki-laki,Data Engineer,25,2019-05-26,Jakarta Utara
14,Laki-laki,Data Engineer,25,2019-05-27,Jakarta Utara
14,Laki-laki,Data Engineer,25,2019-05-28,Jakarta Utara
14,Laki-laki,Data Engineer,25,2019-05-29,Jakarta Barat
14,Laki-laki,Data Engineer,25,2019-05-30,Kabupaten Tangerang
14,Laki-laki,Data Engineer,25,2019-05-31,Kabupaten Lampung Selatan
14,Laki-laki,Data Engineer,25,2019-06-01,Kabupaten Lampung Selatan
14,Laki-laki,Data Engineer,25,2019-06-02,Kabupaten Lampung Selatan
14,Laki-laki,Data Engineer,25,2019-06-03,Kabupaten Lampung Selatan
14,Laki-laki,Data Engineer,25,2019-06-04,Kabupaten Lampung Selatan
14,Laki-laki,Data Engineer,25,2019-06-05,Kabupaten Lampung Selatan
14,Laki-laki,Data Engineer,25,2019-06-06,Kabupaten Lampung Selatan
14,Laki-laki,Data Engineer,25,2019-06-07,Kabupaten Lampung Selatan
14,Laki-laki,Data Engineer,25,2019-06-08,Kabupaten Lampung Selatan
14,Laki-laki,Data Engineer,25,2019-06-09,Kabupaten Tangerang
14,Laki-laki,Data Engineer,25,2019-06-10,Jakarta Barat
14,Laki-laki,Data Engineer,25,2019-06-11,Jakarta Utara
14,Laki-laki,Data Engineer,25,2019-06-12,Jakarta Utara
14,Laki-laki,Data Engineer,25,2019-06-13,Jakarta Utara
14,Laki-laki,Data Engineer,25,2019-06-14,Jakarta Utara
14,Laki-laki,Data Engineer,25,2019-06-15,Kabupaten Bogor
15,Laki-laki,Data Engineer,33,2019-05-21,Jakarta Utara
15,Laki-laki,Data Engineer,33,2019-05-22,Jakarta Selatan
15,Laki-laki,Data Engineer,33,2019-05-23,Kota Depok
15,Laki-laki,Data Engineer,33,2019-05-24,Kota Tangerang
15,Laki-laki,Data Engineer,33,2019-05-25,Jakarta Utara
15,Laki-laki,Data Engineer,33,2019-05-26,Jakarta Selatan
15,Laki-laki,Data Engineer,33,2019-05-27,Kota Depok
15,Laki-laki,Data Engineer,33,2019-05-28,Kota Tangerang Selatan
15,Laki-laki,Data Engineer,33,2019-05-29,Jakarta Selatan
15,Laki-laki,Data Engineer,33,2019-05-30,Jakarta Pusat
15,Laki-laki,Data Engineer,33,2019-05-31,Kota Bandung
15,Laki-laki,Data Engineer,33,2019-06-01,Kota Bandung
15,Laki-laki,Data Engineer,33,2019-06-02,Kota Bandung
15,Laki-laki,Data Engineer,33,2019-06-03,Kota Bandung
15,Laki-laki,Data Engineer,33,2019-06-04,Kota Bandung
15,Laki-laki,Data Engineer,33,2019-06-05,Kota Bandung
15,Laki-laki,Data Engineer,33,2019-06-06,Kota Bandung
15,Laki-laki,Data Engineer,33,2019-06-07,Kota Bandung
15,Laki-laki,Data Engineer,33,2019-06-08,Kota Bandung
15,Laki-laki,Data Engineer,33,2019-06-09,Jakarta Pusat
15,Laki-laki,Data Engineer,33,2019-06-10,Jakarta Selatan
15,Laki-laki,Data Engineer,33,2019-06-11,Jakarta Utara
15,Laki-laki,Data Engineer,33,2019-06-12,Kota Tangerang
15,Laki-laki,Data Engineer,33,2019-06-13,Kota Depok
15,Laki-laki,Data Engineer,33,2019-06-14,Jakarta Selatan
15,Laki-laki,Data Engineer,33,2019-06-15,Jakarta Utara
16,Perempuan,Software Engineer,33,2019-05-21,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-05-22,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-05-23,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-05-24,Kabupaten Bekasi
16,Perempuan,Software Engineer,33,2019-05-25,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-05-26,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-05-27,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-05-28,Jakarta Timur
16,Perempuan,Software Engineer,33,2019-05-29,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-05-30,Kota Depok
16,Perempuan,Software Engineer,33,2019-05-31,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-06-01,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-06-02,Kota Tangerang
16,Perempuan,Software Engineer,33,2019-06-03,Jakarta Pusat
16,Perempuan,Software Engineer,33,2019-06-04,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-06-05,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-06-06,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-06-07,Kota Bekasi
16,Perempuan,Software Engineer,33,2019-06-08,Kota Tangerang
16,Perempuan,Software Engineer,33,2019-06-09,Kota Depok
